key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
0,0,1.5195,0,0,0,27,1,28,merodear,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,1,0.8288,0,1,1,14,1,15,regar,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,0,0.9522,0,2,2,57,1,58,plaudir,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,1.0508,0,3,3,77,1,78,frondoso,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,1,1.0646,0,4,4,49,1,50,flamida,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,1,0.7165,0,5,5,61,1,62,flaco,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,1,0.8662,0,6,6,16,1,17,floroso,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,1,0.8019,0,7,7,12,1,13,helar,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,0,0.7393,0,8,8,20,1,21,capillo,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,0,0.8857,0,9,9,65,1,66,hacido,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,0.6833,0,10,10,63,1,64,orgulloso,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,1,0.8168,0,11,11,51,1,52,camisa,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,0.9162,0,12,12,72,1,73,hervidor,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,1,1.0845,0,13,13,46,1,47,cartinar,0,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
1,1,0.9193,0,14,14,88,1,89,prisa,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,0.7159,0,15,15,79,1,80,hormiga,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,0.7838,0,16,16,8,1,9,hacha,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
0,0,0.8843,0,17,17,6,1,7,pésimo,1,REAL,FAKE,5b8eab705206680001da3583,normal spanish i guess,2025-05-01_17h49.40.798,lextale_sp,2021.2.3,Win32,144.9275362,,
