key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
1,1,1.2584,0,0,0,77,1,78,frondoso,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,1.4312,0,1,1,12,1,13,helar,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,1.6091,0,2,2,68,1,69,engatusar,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,1.3286,0,3,3,8,1,9,hacha,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,1,0.8681,0,4,4,69,1,70,temblo,0,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,0.7913,0,5,5,19,1,20,ávido,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,0,1.3206,0,6,6,26,1,27,acutación,0,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,0.8678,0,7,7,24,1,25,bisagra,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,0,0.9763,0,8,8,15,1,16,abracer,0,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,1.1596,0,9,9,37,1,38,estornudar,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,0.9097,0,10,10,79,1,80,hormiga,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,0.636,0,11,11,30,1,31,pandilla,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,0.7676,0,12,12,39,1,40,alfombra,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,1.2694,0,13,13,87,1,88,acantilado,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,0.7634,0,14,14,10,1,11,cenefa,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
0,0,1.0364,0,15,15,44,1,45,jilguero,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
1,1,0.6091,0,16,16,58,1,59,besar,1,REAL,FAKE,610485a4b72881131d111afd,,2025-04-30_12h00.32.172,lextale_sp,2021.2.3,Win32,120.4819277,,
