key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
0,0,2.8977,0,0,0,75,1,76,atar,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.7328,0,1,1,73,1,74,cintro,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.7293,0,2,2,44,1,45,jilguero,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.9914,0,3,3,79,1,80,hormiga,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.8698,0,4,4,21,1,22,lacayo,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.6319,0,5,5,29,1,30,alardio,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,1,1.2374,0,6,6,31,1,32,fatacidad,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,0.5666,0,7,7,36,1,37,granuja,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.5618,0,8,8,49,1,50,flamida,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,1.283,0,9,9,10,1,11,cenefa,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,0.6672,0,10,10,33,1,34,aviso,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,0.8795,0,11,11,66,1,67,cabello,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.7462,0,12,12,15,1,16,abracer,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.6355,0,13,13,54,1,55,nevar,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.8171,0,14,14,76,1,77,tiburón,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,0.7463,0,15,15,68,1,69,engatusar,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,1.0142,0,16,16,37,1,38,estornudar,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.8553,0,17,17,63,1,64,orgulloso,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.5631,0,18,18,62,1,63,esposante,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,0,0.974,0,19,19,34,1,35,rompido,0,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.7169,0,20,20,70,1,71,polvoriento,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,1.0904,0,21,21,84,1,85,laúd,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,1.3072,0,22,22,2,1,3,pulmones,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
1,1,0.9996,0,23,23,6,1,7,pésimo,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
0,0,0.6741,0,24,24,64,1,65,bizcocho,1,REAL,FAKE,60be1ebd38d04cdbd9f58121,Spanish,2025-04-30_09h04.57.012,lextale_sp,2021.2.3,Win32,59.88023952,,
