"","id","lextale_avg"
"1","5a0acda16e1ea9000124e675",47.5
"2","5b0564479649530001a3946c",49.1666666666667
"3","5b8eab705206680001da3583",50.8333333333333
"4","5bbbdca68f3bd70001e713ef",46.6666666666667
"5","5c1ec17d30f7d70001c1369c",56.6666666666667
"6","5c39afacf179bd0001c8756a",60.8333333333333
"7","5d0f89123382180001624f48",64.1666666666667
"8","5e5b7eee4989f13610bb461b",45
"9","5e6d2835e0de62000922c8c2",51.6666666666667
"10","5ea473b8f3be31098fce8760",47.5
"11","5ea6d2afae702d06452f2ea5",50.8333333333333
"12","5ed2edb5b7f800107d47c777",56.6666666666667
"13","5ee7fbc114d0a60f9b076fb6",49.1666666666667
"14","5f56506b2a8fb805ac024015",45.8333333333333
"15","5fbe72941cf1d201bc50c1d4",54.1666666666667
"16","6027eac2f4090f09439ee8e4",48.3333333333333
"17","603a80b01bb75f608c3dbb0d",48.3333333333333
"18","60411127dba45b0008bf6bc4",65
"19","6046ac1161b60d0fc94b0000",45
"20","60be1ebd38d04cdbd9f58121",50
"21","60f866ea13e9f2e5cf2fa8fc",51.6666666666667
"22","60fd0232c3f0f1a0f44ca3fb",46.6666666666667
"23","60fec9a2707c2c28ac3af316",49.1666666666667
"24","610485a4b72881131d111afd",46.6666666666667
"25","613914cbb1f633800a5b53d1",53.3333333333333
"26","6156c03beb47b00976ab809f",51.6666666666667
"27","627bbf61f416d87703e62ba5",41.6666666666667
"28","627be8df969ba21063c8a31f",39.1666666666667
"29","627bfd52e3e0bfd01cd0cad5",45.8333333333333
"30","627e7906b82dabdbe672cdd1",51.6666666666667
"31","62e95cb1f31ba3691a3ce87c",41.6666666666667
"32","63206e5a3c9c07646ab937e7",38.3333333333333
"33","6362ae39a567fd42662f5f38",66.6666666666667
"34","638525c55b36d64ccc7dab69",47.5
"35","63b6d9699be848b207be253d",52.5
"36","63b87d2c9edd47ad702413a1",44.1666666666667
"37","63ba24688ddfd5e20503907d",47.5
"38","63eaa34e4d5bdf6b859a1149",51.6666666666667
"39","63f6216fd56701af4b7188f4",46.6666666666667
"40","677fb6d0512e28a81c78000c",50
"41","6789000b08f2703ba0b959b1",55.8333333333333
"42",NA,75
