"","participant","source","word","type","correct_reponse","key_resp_lextale_trial.keys","key_resp_lextale_trial.corr","key_resp_lextale_trial.rt","group","is_correct","log_rt"
"248","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","edioso","pseudoword","0","0","1",0.6868,"L3_group",1,-0.375712149958817
"249","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","forro","non_cognate","1","0","1",0.5612,"L3_group",0,-0.577677930753831
"250","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","pelí","pseudoword","0","0","1",0.6007,"L3_group",1,-0.509659637126021
"251","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","vien","pseudoword","0","1","0",0.5871,"L3_group",0,-0.532560115911997
"252","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","casual","two_way_cognate","1","1","0",0.5914,"L3_group",1,-0.52526267156376
"253","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","gió","pseudoword","0","0","1",0.6675,"L3_group",1,-0.404215888707733
"254","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tumor","three_way_cognate","1","1","0",0.6494,"L3_group",1,-0.431706419313391
"255","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","brillo","non_cognate","1","0","1",0.6772,"L3_group",0,-0.389788628723157
"256","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","equipo","non_cognate","1","1","0",0.5729,"L3_group",1,-0.557044097567605
"257","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","golla","pseudoword","0","0","1",0.6198,"L3_group",1,-0.478358433628489
"258","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","losco","pseudoword","0","0","1",0.5648,"L3_group",1,-0.571283592803105
"259","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","desaro","pseudoword","0","0","1",0.6188,"L3_group",1,-0.479973160283226
"260","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","llzan","pseudoword","0","0","1",0.5737,"L3_group",1,-0.555648667374312
"261","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","gotro","pseudoword","0","0","1",0.5678,"L3_group",1,-0.565986034943266
"262","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","blando","non_cognate","1","0","1",0.6873,"L3_group",0,-0.374984400854578
"263","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","listo","non_cognate","1","1","0",0.5467,"L3_group",1,-0.603855073081184
"264","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rendir","non_cognate","1","0","1",0.7243,"L3_group",0,-0.322549607780857
"265","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","flecha","non_cognate","1","1","0",0.673,"L3_group",1,-0.396009949337409
"266","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","mango","three_way_cognate","1","1","0",0.5555,"L3_group",1,-0.587886669902452
"267","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","sacar","non_cognate","1","1","0",0.6899,"L3_group",1,-0.371208619430074
"268","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","seled","pseudoword","0","0","1",0.6946,"L3_group",1,-0.364419138672163
"269","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","huenos","pseudoword","0","0","1",0.7173,"L3_group",1,-0.332261115849748
"270","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","fomeó","pseudoword","0","0","1",0.6787,"L3_group",1,-0.387576075272424
"271","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","editor","two_way_cognate","1","1","0",0.5375,"L3_group",1,-0.620826518980319
"272","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rumor","two_way_cognate","1","0","1",0.8315,"L3_group",0,-0.184523980349155
"273","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rizado","non_cognate","1","0","1",0.5676,"L3_group",0,-0.566338333696249
"274","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","hurcos","pseudoword","0","0","1",0.6449,"L3_group",1,-0.438660012965805
"275","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","nasce","pseudoword","0","0","1",0.6728,"L3_group",1,-0.396307170323399
"276","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","martir","pseudoword","0","0","1",1.005,"L3_group",1,0.00498754151103897
"277","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","bugor","pseudoword","0","0","1",0.7516,"L3_group",1,-0.285551011442827
"278","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","grigir","pseudoword","0","0","1",0.735,"L3_group",1,-0.3078847797693
"279","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","colcha","non_cognate","1","0","1",0.6743,"L3_group",0,-0.394080163241601
"280","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","vinzó","pseudoword","0","0","1",0.7038,"L3_group",1,-0.351261054094652
"281","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","disco","three_way_cognate","1","1","0",0.5507,"L3_group",1,-0.596565082713701
"282","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","kilo","three_way_cognate","1","1","0",0.5159,"L3_group",1,-0.661842330731533
"283","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","muleta","non_cognate","1","0","1",0.6864,"L3_group",0,-0.376294730808384
"284","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","entodo","pseudoword","0","1","0",0.7987,"L3_group",0,-0.224769873058794
"285","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","ánimo","non_cognate","1","1","0",0.6662,"L3_group",1,-0.406165353222558
"286","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","medium","pseudoword","0","1","0",0.6184,"L3_group",0,-0.480619781708925
"287","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","densó","pseudoword","0","1","0",0.6471,"L3_group",0,-0.435254436918917
"288","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","anfia","pseudoword","0","0","1",0.6143,"L3_group",1,-0.487271870812255
"289","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","babrá","pseudoword","0","0","1",0.595,"L3_group",1,-0.519193873436507
"290","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","llamar","non_cognate","1","1","0",0.549,"L3_group",1,-0.599656837472606
"291","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","actor","two_way_cognate","1","1","0",0.582,"L3_group",1,-0.541284831250699
"292","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tradía","pseudoword","0","0","1",0.9112,"L3_group",1,-0.0929928668491647
"293","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","fiscal","two_way_cognate","1","0","1",0.7133,"L3_group",0,-0.337853189698145
"294","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","panté","pseudoword","0","0","1",0.7085,"L3_group",1,-0.344605219851402
"295","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","sasos","pseudoword","0","0","1",0.721,"L3_group",1,-0.327116141697188
"296","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","lidena","pseudoword","0","0","1",0.6769,"L3_group",1,-0.390231727467575
"297","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","fuar","pseudoword","0","0","1",0.7512,"L3_group",1,-0.286083351088084
"298","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","feo","non_cognate","1","1","0",0.6193,"L3_group",1,-0.479165471038122
"299","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","plago","pseudoword","0","0","1",0.8826,"L3_group",1,-0.12488318214669
"300","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tator","pseudoword","0","0","1",0.6464,"L3_group",1,-0.436336771775251
"301","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","parre","pseudoword","0","0","1",0.6732,"L3_group",1,-0.395712816665486
"302","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","arane","pseudoword","0","0","1",0.6724,"L3_group",1,-0.396901877447677
"303","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","enorme","non_cognate","1","1","0",0.5904,"L3_group",1,-0.526955005695874
"304","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","dubo","pseudoword","0","0","1",0.5773,"L3_group",1,-0.549393216915249
"305","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","boñaz","pseudoword","0","0","1",0.5837,"L3_group",1,-0.538368126772392
"306","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tiza","non_cognate","1","0","1",0.6103,"L3_group",0,-0.493804639431688
"307","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","aurora","two_way_cognate","1","1","0",0.6636,"L3_group",1,-0.410075720665848
"308","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","moral","three_way_cognate","1","1","0",0.5335,"L3_group",1,-0.628296208240329
"309","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rostro","non_cognate","1","0","1",0.5649,"L3_group",0,-0.571106554650921
"310","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","albino","three_way_cognate","1","1","0",0.69,"L3_group",1,-0.371063681390832
"311","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","trugo","pseudoword","0","0","1",0.5714,"L3_group",1,-0.559665789185464
"312","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","harvé","pseudoword","0","0","1",0.6273,"L3_group",1,-0.46633038387944
"313","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","ala","non_cognate","1","1","0",0.7702,"L3_group",1,-0.261105057601329
"314","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","gripar","pseudoword","0","1","0",0.6291,"L3_group",0,-0.463465052406153
"315","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","pelvis","two_way_cognate","1","1","0",0.8093,"L3_group",1,-0.211585602480481
"316","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","aljizo","pseudoword","0","0","1",0.596,"L3_group",1,-0.517514611916787
"317","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","dogma","three_way_cognate","1","1","0",0.776,"L3_group",1,-0.253602758798918
"318","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","diroco","pseudoword","0","0","1",0.5687,"L3_group",1,-0.564402224669383
"319","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","barbs","pseudoword","0","0","1",0.732,"L3_group",1,-0.311974765020825
"320","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","hueas","pseudoword","0","0","1",0.724,"L3_group",1,-0.322963886596421
"321","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","conso","pseudoword","0","0","1",0.6447,"L3_group",1,-0.438970186665563
"322","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","horror","three_way_cognate","1","1","0",0.5816,"L3_group",1,-0.541972352762827
"323","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","collar","two_way_cognate","1","1","0",0.8626,"L3_group",1,-0.147804194768394
"324","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","color","two_way_cognate","1","1","0",0.667,"L3_group",1,-0.404965233066513
"325","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","pupica","pseudoword","0","0","1",0.6774,"L3_group",1,-0.389493338598466
"326","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","dibrea","pseudoword","0","0","1",0.6347,"L3_group",1,-0.454602832669713
"327","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","aleta","non_cognate","1","0","1",0.6391,"L3_group",0,-0.447694342325901
"328","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","épinas","pseudoword","0","0","1",0.6607,"L3_group",1,-0.414455399946297
"329","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","hálito","non_cognate","1","0","1",0.6005,"L3_group",0,-0.509992637462099
"330","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","ceme","pseudoword","0","0","1",0.9097,"L3_group",1,-0.0946404041541209
"331","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","chote","pseudoword","0","0","1",0.7075,"L3_group",1,-0.346017649464744
"332","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","caro","non_cognate","1","1","0",0.6741,"L3_group",1,-0.394376811122744
"333","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","chat","three_way_cognate","1","1","0",0.6108,"L3_group",1,-0.49298570563766
"334","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","retina","three_way_cognate","1","1","0",0.8405,"L3_group",1,-0.173758326133467
"335","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","test","three_way_cognate","1","0","1",0.9323,"L3_group",0,-0.0701006276794891
"336","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","nomata","pseudoword","0","0","1",0.6471,"L3_group",1,-0.435254436918917
"337","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","torso","two_way_cognate","1","0","1",0.8155,"L3_group",0,-0.203953856921068
"338","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","pitis","pseudoword","0","0","1",0.8354,"L3_group",1,-0.179844626919062
"339","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","honor","two_way_cognate","1","1","0",0.7107,"L3_group",1,-0.341504879149288
"340","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","kugis","pseudoword","0","0","1",0.549,"L3_group",1,-0.599656837472606
"341","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","amplir","pseudoword","0","0","1",0.5807,"L3_group",1,-0.543521006604133
"342","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","cuenco","non_cognate","1","0","1",0.5754,"L3_group",0,-0.552689827864689
"343","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","aviso","non_cognate","1","0","1",0.5219,"L3_group",0,-0.65027928033277
"344","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","civas","pseudoword","0","0","1",0.7216,"L3_group",1,-0.326284310233723
"345","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","chocar","non_cognate","1","0","1",0.686,"L3_group",0,-0.376877651256252
"346","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","hilo","non_cognate","1","1","0",0.5684,"L3_group",1,-0.564929882759191
"347","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","vigor","two_way_cognate","1","1","0",0.5521,"L3_group",1,-0.594026089692138
"348","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","punta","non_cognate","1","1","0",0.6289,"L3_group",1,-0.463783017432679
"349","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rizate","pseudoword","0","0","1",0.7414,"L3_group",1,-0.299214988265505
"350","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","plural","three_way_cognate","1","1","0",0.5684,"L3_group",1,-0.564929882759191
"351","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","jauda","pseudoword","0","0","1",0.5667,"L3_group",1,-0.567925215806564
"352","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tapón","non_cognate","1","0","1",0.5891,"L3_group",0,-0.529159330454495
"353","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","aura","three_way_cognate","1","1","0",0.5919,"L3_group",1,-0.524417577285458
"354","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","cricó","pseudoword","0","0","1",0.5683,"L3_group",1,-0.565105830679061
"355","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","mauja","pseudoword","0","0","1",0.6302,"L3_group",1,-0.461718049658963
"356","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","trauma","three_way_cognate","1","1","0",0.6657,"L3_group",1,-0.406916160375479
"357","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","coyo","pseudoword","0","0","1",0.6239,"L3_group",1,-0.471765179865396
"358","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tobre","pseudoword","0","0","1",0.6287,"L3_group",1,-0.464101083593122
"359","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","molor","pseudoword","0","0","1",0.6672,"L3_group",1,-0.4046654279376
"360","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","teñir","non_cognate","1","0","1",0.6242,"L3_group",0,-0.471284449145458
"361","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","gravés","pseudoword","0","1","0",0.6397,"L3_group",0,-0.446755962526045
"362","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","suelet","pseudoword","0","0","1",0.5488,"L3_group",1,-0.600021202570462
"363","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","rúo","pseudoword","0","0","1",0.5434,"L3_group",1,-0.60990958198989
"364","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","prave","pseudoword","0","0","1",0.5624,"L3_group",1,-0.575541938485682
"365","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","suelo","non_cognate","1","1","0",0.6492,"L3_group",1,-0.432014443341701
"366","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","clan","three_way_cognate","1","0","1",0.5831,"L3_group",0,-0.539396580754027
"367","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","tapa","non_cognate","1","1","0",0.6091,"L3_group",1,-0.495772821139698
"368","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","cuenco","non_cognate","1","0","1",0.5824,"L3_group",0,-0.540597782099661
"369","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","cengo","pseudoword","0","0","1",0.7352,"L3_group",1,-0.30761270794066
"370","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","diebro","pseudoword","0","0","1",0.5914,"L3_group",1,-0.52526267156376
"371","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","alla","pseudoword","0","1","0",0.5475,"L3_group",0,-0.602392817291481
"372","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","plan","three_way_cognate","1","1","0",0.6942,"L3_group",1,-0.364995175554451
"373","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","mibro","pseudoword","0","0","1",0.5917,"L3_group",1,-0.524755529299489
"374","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","ozoso","pseudoword","0","1","0",0.6271,"L3_group",0,-0.466649261433162
"375","5b8eab705206680001da3583","5b8eab705206680001da3583_empathy_intonation_perc_2025-05-01_18h27.31.722.csv","pasta","two_way_cognate","1","1","0",0.6244,"L3_group",1,-0.47096409034086
"376","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","vien","pseudoword","0","0","1",1.0534,"L3_group",1,0.0520230280671518
"377","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","chocar","non_cognate","1","0","1",1.4199,"L3_group",0,0.350586446598175
"378","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","tator","pseudoword","0","1","0",1.455,"L3_group",0,0.375005900623456
"379","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","rendir","non_cognate","1","0","1",0.9368,"L3_group",0,-0.0652854666986295
"380","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","trcia","pseudoword","0","1","0",1.2032,"L3_group",0,0.184984674213438
"381","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","moral","three_way_cognate","1","1","0",1.515,"L3_group",1,0.415415438961332
"382","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","diabo","pseudoword","0","1","0",1.323,"L3_group",0,0.279901885132819
"383","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","gino","pseudoword","0","0","1",1.4033,"L3_group",1,0.338826605774953
"384","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","estulo","pseudoword","0","1","0",1.6067,"L3_group",0,0.474182386067152
"385","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","muleta","non_cognate","1","1","0",1.7878,"L3_group",1,0.580985813671615
"386","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","torta","non_cognate","1","1","0",0.7543,"L3_group",1,-0.281965112122552
"387","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","morrá","pseudoword","0","1","0",1.0515,"L3_group",0,0.0502177161606175
"388","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","albino","three_way_cognate","1","0","1",0.9367,"L3_group",0,-0.0653922187670522
"389","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","nomata","pseudoword","0","1","0",1.5265,"L3_group",0,0.422977533192795
"390","5bbbdca68f3bd70001e713ef","5bbbdca68f3bd70001e713ef_empathy_intonation_perc_2025-04-30_16h12.01.646.csv","pico","non_cognate","1","1","0",1.2755,"L3_group",1,0.243338258599729
