"","ppt","source","word","type","correct_reponse","key_resp_lextale_trial.keys","key_resp_lextale_trial.corr","key_resp_lextale_trial.rt","is_correct","log_rt"
"1",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","test","three_way_cognate","1","1","0",1.3851,1,0.325772339198916
"2",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","crene","pseudoword","0","0","1",1.3998,1,0.336329369273302
"3",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","golf","three_way_cognate","1","1","0",0.6495,1,-0.431552442871483
"4",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","medón","pseudoword","0","0","1",0.7843,1,-0.242963678763516
"5",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","mortal","two_way_cognate","1","1","0",0.9021,1,-0.103029900319544
"6",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","rombar","pseudoword","0","0","1",1.5148,1,0.415283417045503
"7",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","escare","pseudoword","0","0","1",1.2168,1,0.196224461962946
"8",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","tirafa","pseudoword","0","0","1",1.4361,1,0.361931106084436
"9",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","tumor","three_way_cognate","1","1","0",0.5972,1,-0.515503213317102
"10",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","viarle","pseudoword","0","0","1",0.7811,1,-0.247052096365885
"11",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","aurora","two_way_cognate","1","1","0",0.5982,1,-0.51383013278629
"12",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","coyo","pseudoword","0","0","1",0.8541,1,-0.157706996030036
"13",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","flora","three_way_cognate","1","1","0",0.652,1,-0.427710717055484
"14",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","total","two_way_cognate","1","1","0",0.6018,1,-0.507830114786192
"15",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","sierra","non_cognate","1","1","0",1.3719,1,0.316196640349982
"16",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","extra","three_way_cognate","1","1","0",0.6,1,-0.510825623765991
"17",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","disco","three_way_cognate","1","1","0",0.7197,1,-0.328920820468378
"18",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","fruzas","pseudoword","0","0","1",0.7938,1,-0.230923738633172
"19",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","pasta","two_way_cognate","1","1","0",0.6541,1,-0.42449503401497
"20",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","editor","two_way_cognate","1","1","0",0.6695,1,-0.40122411385091
"21",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","aura","three_way_cognate","1","1","0",0.5901,1,-0.527463264919014
"22",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","plamos","pseudoword","0","0","1",0.7508,1,-0.286615974269783
"23",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","piria","pseudoword","0","0","1",0.6021,1,-0.507331734511735
"24",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","difrás","pseudoword","0","0","1",0.6509,1,-0.429399258403795
"25",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","actor","two_way_cognate","1","1","0",0.585,1,-0.536143431750281
"26",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","horror","three_way_cognate","1","1","0",0.5665,1,-0.568278198514076
"27",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","ala","non_cognate","1","1","0",0.6032,1,-0.505506462288391
"28",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","pelvis","two_way_cognate","1","1","0",0.5505,1,-0.596928322819402
"29",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","mieris","pseudoword","0","0","1",0.606,1,-0.500875292912823
"30",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","sumer","pseudoword","0","0","1",1.2896,1,0.254332092770227
"31",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","clan","three_way_cognate","1","1","0",1.0157,1,0.0155780299633185
"32",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","curgué","pseudoword","0","0","1",0.5869,1,-0.532900831417848
"33",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","vibler","pseudoword","0","0","1",0.9522,1,-0.0489801822217186
"34",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","brillo","non_cognate","1","1","0",0.6535,1,-0.42541274591786
"35",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","cituló","pseudoword","0","0","1",0.5228,1,-0.64855629723207
"36",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","suchas","pseudoword","0","0","1",0.539,1,-0.61803970807314
"37",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","plural","three_way_cognate","1","1","0",0.6573,1,-0.419614743712607
"38",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","dubo","pseudoword","0","0","1",0.8024,1,-0.220148042334411
"39",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","porno","three_way_cognate","1","1","0",0.618,1,-0.481266821524446
"40",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","hágino","pseudoword","0","0","1",0.669,1,-0.401971218853909
"41",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","punta","non_cognate","1","1","0",0.6465,1,-0.436182080770225
"42",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","sacar","non_cognate","1","1","0",0.7448,1,-0.29463955301928
"43",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","sopleó","pseudoword","0","0","1",0.7027,1,-0.352825220783985
"44",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","vigor","two_way_cognate","1","1","0",0.7228,1,-0.324622720264064
"45",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","fertes","pseudoword","0","0","1",0.6219,1,-0.474975970872293
"46",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","albino","three_way_cognate","1","1","0",1.0654,1,0.0633503155007616
"47",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","halo","two_way_cognate","1","1","0",0.7652,1,-0.267618041416039
"48",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","animal","two_way_cognate","1","1","0",0.625,1,-0.470003629245736
"49",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","fiscal","two_way_cognate","1","1","0",0.9533,1,-0.0478256294826045
"50",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","collar","two_way_cognate","1","1","0",0.6519,1,-0.427864103051643
"51",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","kilo","three_way_cognate","1","1","0",0.8342,1,-0.181282097219292
"52",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","macayó","pseudoword","0","0","1",0.8317,1,-0.184283480107495
"53",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","ceme","pseudoword","0","0","1",0.7666,1,-0.265790126035682
"54",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","erede","pseudoword","0","0","1",0.7023,1,-0.353394615817162
"55",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","puñal","non_cognate","1","1","0",0.9251,1,-0.0778534392048641
"56",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","altar","three_way_cognate","1","1","0",0.6848,1,-0.378628454154605
"57",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","apunan","pseudoword","0","0","1",0.6996,1,-0.35724653583769
"58",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","drama","three_way_cognate","1","1","0",0.6004,1,-0.51015917922283
"59",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","civas","pseudoword","0","0","1",0.6035,1,-0.505009238444551
"60",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","hufón","pseudoword","0","0","1",0.5707,1,-0.560891601439475
"61",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","hotel","three_way_cognate","1","1","0",0.5008,1,-0.691548459196248
"62",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","civil","two_way_cognate","1","1","0",0.5616,1,-0.576965426270536
"63",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","mango","three_way_cognate","1","1","0",0.6307,1,-0.460924965312531
"64",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","piano","two_way_cognate","1","1","0",0.5707,1,-0.560891601439475
"65",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","baurá","pseudoword","0","0","1",0.64,1,-0.44628710262842
"66",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","portal","three_way_cognate","1","1","0",0.5875,1,-0.531879032963823
"67",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","color","two_way_cognate","1","1","0",0.531,1,-0.632993257740198
"68",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","nocó","pseudoword","0","0","1",0.4848,1,-0.724018844227032
"69",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","honor","two_way_cognate","1","1","0",0.5179,1,-0.657973105552291
"70",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","tapón","non_cognate","1","1","0",0.5981,1,-0.513997314931626
"71",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","glural","pseudoword","0","0","1",0.9301,1,-0.0724631717337157
"72",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","viable","two_way_cognate","1","1","0",0.748,1,-0.29035230100766
"73",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","pelvis","two_way_cognate","1","1","0",0.5987,1,-0.512994641050831
"74",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","tapa","non_cognate","1","1","0",0.5477,1,-0.602027587192462
"75",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","unglés","pseudoword","0","0","1",0.8363,1,-0.178767878594657
"76",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","hierno","pseudoword","0","0","1",0.7023,1,-0.353394615817162
"77",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","chat","three_way_cognate","1","1","0",0.6645,1,-0.408720400828837
"78",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","esís","pseudoword","0","0","1",0.5823,1,-0.540769500139063
"79",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","plan","three_way_cognate","1","1","0",0.5955,1,-0.518353890186782
"80",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","rumor","two_way_cognate","1","1","0",0.6637,1,-0.409925038830258
"81",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","pelí","pseudoword","0","0","1",0.5818,1,-0.541628532921036
"82",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","casual","two_way_cognate","1","1","0",0.6547,1,-0.423578163535091
"83",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","mafia","three_way_cognate","1","1","0",0.8036,1,-0.218653646041358
"84",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","suave","non_cognate","1","1","0",0.7496,1,-0.288215548057925
"85",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","furbos","pseudoword","0","0","1",1.2819,1,0.248343352335952
"86",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","anicio","pseudoword","0","0","1",0.5832,1,-0.539225098287689
"87",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","vacapó","pseudoword","0","0","1",0.6702,1,-0.400179103678927
"88",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","potos","pseudoword","0","0","1",0.6653,1,-0.407517212234295
"89",1,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/5fb16308dc5973607fa3041c_empathy_intonation_perc_2024-06-07_07h33.44.669.csv","trauma","three_way_cognate","1","1","0",0.5683,1,-0.565105830679061
"90",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","anicio","pseudoword","0","0","1",1.7492,1,0.559158540556629
"91",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","vapen","pseudoword","0","0","1",1.4065,1,0.341104348947775
"92",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","baurá","pseudoword","0","0","1",1.2384,1,0.213820223853326
"93",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","mieris","pseudoword","0","0","1",0.8386,1,-0.176021444245475
"94",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","llamar","non_cognate","1","1","0",0.9957,1,-0.0043092715880984
"95",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","listo","non_cognate","1","1","0",0.9473,1,-0.0541394461006482
"96",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","fertes","pseudoword","0","0","1",0.9942,1,-0.00581688532156485
"97",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","hufón","pseudoword","0","0","1",1.3953,1,0.333109445916024
"98",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","animal","two_way_cognate","1","1","0",0.8299,1,-0.186450067377735
"99",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","actor","two_way_cognate","1","1","0",0.6852,1,-0.378044512532172
"100",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","dogma","three_way_cognate","1","1","0",1.011900001,1,0.0118297527418172
"101",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","flora","three_way_cognate","1","1","0",1.0807,1,0.0776089793269829
"102",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","sopleó","pseudoword","0","0","1",0.8618,1,-0.148732053800399
"103",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","albino","three_way_cognate","1","1","0",0.9942,1,-0.00581688532156485
"104",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","golf","three_way_cognate","1","1","0",0.6463,1,-0.436491486713287
"105",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","potos","pseudoword","0","0","1",1.883,1,0.632866249675015
"106",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","vitra","pseudoword","0","0","1",1.3987,1,0.335543233803121
"107",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","tirafa","pseudoword","0","0","1",1.4288,1,0.356834931140098
"108",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","fuar","pseudoword","0","0","1",0.8624,1,-0.148036078827404
"109",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","curgué","pseudoword","0","0","1",0.763,1,-0.27049724769768
"110",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","honor","two_way_cognate","1","1","0",0.6786,1,-0.387723426632007
"111",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","casual","two_way_cognate","1","1","0",0.6391,1,-0.447694342325901
"112",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","rumor","two_way_cognate","1","1","0",1.312299999,1,0.271781322158083
"113",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","plan","three_way_cognate","1","1","0",0.5625,1,-0.575364144903562
"114",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","aurora","two_way_cognate","1","1","0",1.714,1,0.538829820175588
"115",3,"/Users/kyleparrish/Documents/GitHub/l3_cognate_study_pilot/data/raw/60fde74940100db428b34a06_empathy_intonation_perc_2024-06-07_07h47.31.872.csv","vigor","two_way_cognate","1","1","0",0.877700001,1,-0.130450428244724
