instructions_text,continue_text,stim,word,correct_response,prac_button_real,prac_button_false,type,correct_reponse,button_real,button_false,lextale_instructions_loop.thisRepN,lextale_instructions_loop.thisTrialN,lextale_instructions_loop.thisN,lextale_instructions_loop.thisIndex,lextale_practice_trials.thisRepN,lextale_practice_trials.thisTrialN,lextale_practice_trials.thisN,lextale_practice_trials.thisIndex,lextail_trials.thisRepN,lextail_trials.thisTrialN,lextail_trials.thisN,lextail_trials.thisIndex,thisRow.t,notes,lextale_instructions.started,lextale_instructions.stopped,lextale_practice.started,lextale_practice.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,lextale_practice_feedback.started,lextale_practice_feedback.stopped,lextale_check.started,lextale_check.stopped,lextale_trial.started,lextale_trial.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
"Este es un test de vocabulario en español. 
  
  A continuación vas a ver 90 secuencias de letras que parecen 'españolas'.
  
  Solo algunas de ellas son palabras de verdad.",(presiona la barra espaciadora para continuar),,,,,,,,,,0,0,0,0,,,,,,,,,0.03780287501285784,,0.015211624995572492,3.04226162499981,,,,,,,,,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
"Por favor, señala las palabras que tú conoces (aquellas que estás convencido que son palabras españolas, incluso aunque no seas capaz de dar el significado preciso).",(presiona la barra espaciadora para continuar),,,,,,,,,,0,1,1,1,,,,,,,,,3.057800957991276,,3.042601499997545,5.948061041010078,,,,,,,,,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
Pero cuidado: los errores se penalizan. Por eso no tiene sentido tratar de incrementar tu puntuación marcando como reales palabras que nunca has visto.,(presiona la barra espaciadora para continuar),,,,,,,,,,0,2,2,2,,,,,,,,,5.969691665988648,,5.948371083009988,9.854647791013122,,,,,,,,,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
"Presiona la tecla 1 si piensas que es una palabra real y la tecla 
  0 si piensas que es una palabra falsa. 
  
  Vamos a practicar un poco...",(presiona la barra espaciadora para continuar),,,,,,,,,,0,3,3,3,,,,,,,,,9.868251041014446,,9.854904957988765,12.765394665999338,,,,,,,,,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,depiste,0,REAL,FALSA,,,,,,,,,0,0,0,0,,,,,12.782032082992373,,,,12.77096820800216,13.631661249994067,0,1,0.3353375830047298,None,13.632051416003378,14.631764082994778,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,sí,1,REAL,FALSA,,,,,,,,,0,1,1,1,,,,,14.647106958000222,,,,14.632062374992529,15.66439387499122,1,1,0.5183751659933478,None,15.664643875003094,16.664726374991005,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,coné,0,REAL,FALSA,,,,,,,,,0,2,2,2,,,,,16.681428957992466,,,,16.6650337910105,17.68188779099728,1,0,0.5020655829866882,None,17.68212054099422,18.681583249999676,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,calpar,0,REAL,FALSA,,,,,,,,,0,3,3,3,,,,,18.698950124991825,,,,18.681902874988737,19.232268416002626,0,1,0.04321204099687748,None,19.232548750005662,20.231959124997957,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,joten,0,REAL,FALSA,,,,,,,,,0,4,4,4,,,,,20.248260874999687,,,,20.232266208011424,20.849129165988415,0,1,0.11681875001522712,None,20.849417999997968,21.84815270800027,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,sacapuntas,1,REAL,FALSA,,,,,,,,,0,5,5,5,,,,,21.866479791002348,,,,21.84847462500329,22.449078000005102,0,0,0.09302191698225215,None,22.44933599999058,23.44870050001191,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,priba,0,REAL,FALSA,,,,,,,,,0,6,6,6,,,,,23.464391707995674,,,,23.448987957992358,23.965410833014175,1,0,1.418220666993875,None,23.965715416008607,24.965480207989458,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,pelasula,0,REAL,FALSA,,,,,,,,,0,7,7,7,,,,,24.98197679099394,,,,24.965792583010625,25.466435415990418,0,1,1.3979075419774745,None,25.466794665990165,26.465150875010295,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,bien,1,REAL,FALSA,,,,,,,,,0,8,8,8,,,,,26.482241499994416,,,,26.465474291006103,26.982950125006028,0,0,0.006154624978080392,None,26.9832779999997,27.983034915989265,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,casa,1,REAL,FALSA,,,,,,,,,0,9,9,9,,,,,27.99908283300465,,,,27.98334325000178,28.481880500010448,1,1,1.2843603339861147,None,28.482150249998085,29.48251391600934,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,lejo,0,REAL,FALSA,,,,,,,,,0,10,10,10,,,,,29.49926745801349,,,,29.482856332993833,29.98191004100954,1,0,1.433783874992514,None,29.982178041012958,30.982425124995643,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,0,pretantas,0,REAL,FALSA,,,,,,,,,0,11,11,11,,,,,30.998755999986315,,,,30.982725125009893,31.498733790998813,0,1,1.3968942079809494,None,31.499045333010145,32.499273708002875,,,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.499334916006774,33.18317908298923,,,,,,,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,60,debada,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,0,0,59,33.2068999579933,,,,,,,,,,,,,,33.19701883298694,34.51601766599924,0,1,0.8228529169864487,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,40,cuento,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,1,1,39,34.53236066599493,,,,,,,,,,,,,,34.51669466600288,35.75019550000434,1,0,0.7337800839741249,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,61,trip,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,2,2,60,35.76459095798782,,,,,,,,,,,,,,35.75060233299155,37.64958020800259,0,1,1.3707753749913536,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
