instructions_text,continue_text,stim,word,correct_response,prac_button_real,prac_button_false,type,correct_reponse,button_real,button_false,lextale_instructions_loop.thisRepN,lextale_instructions_loop.thisTrialN,lextale_instructions_loop.thisN,lextale_instructions_loop.thisIndex,lextale_practice_trials.thisRepN,lextale_practice_trials.thisTrialN,lextale_practice_trials.thisN,lextale_practice_trials.thisIndex,lextail_trials.thisRepN,lextail_trials.thisTrialN,lextail_trials.thisN,lextail_trials.thisIndex,thisRow.t,notes,lextale_instructions.started,lextale_instructions.stopped,lextale_practice.started,lextale_practice.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,lextale_practice_feedback.started,lextale_practice_feedback.stopped,lextale_check.started,lextale_check.stopped,lextale_trial.started,lextale_trial.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,57,calto,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,3,3,56,37.66524012500304,,,,,,,,,,,,,,37.64999891599291,40.29968483300763,1,0,2.1260579579975456,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,48,taza,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,4,4,47,40.316001416009385,,,,,,,,,,,,,,40.300084874994354,42.300442583014956,1,0,1.4740140000067186,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,63,aljizo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,5,5,62,42.314839791011764,,,,,,,,,,,,,,42.30087295800331,43.78347837500041,0,1,0.9831490419746842,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,17,enigma,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,6,6,16,43.79875341599109,,,,,,,,,,,,,,43.78388554099365,45.28329404100077,0,1,0.9785565420170315,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,1,torso,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,7,7,0,45.29887900000904,,,,,,,,,,,,,,45.28366108299815,46.616759833006654,1,0,0.8323203749896493,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,49,diebro,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,8,8,48,46.63230054100859,,,,,,,,,,,,,,46.61712508299388,48.05047650000779,0,1,0.9262893330014776,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,89,barezo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,9,9,88,48.06593379098922,,,,,,,,,,,,,,48.05083216598723,49.534969750005985,0,1,0.9671320829947945,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,62,sujo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,10,10,61,49.549035875010304,,,,,,,,,,,,,,49.53535895800451,51.50096754101105,0,1,1.441643334022956,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,53,samón,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,11,11,52,51.516647290991386,,,,,,,,,,,,,,51.50136045800173,53.06637766599306,0,1,1.033322750008665,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,76,orida,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,12,12,75,53.08250412499183,,,,,,,,,,,,,,53.066757249995135,54.31670758299879,0,1,0.7401293330185581,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,44,llamar,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,13,13,43,54.33322129098815,,,,,,,,,,,,,,54.3171458329889,55.56753254099749,1,0,0.7245849589817226,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,68,hurmo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,14,14,67,55.582718916004524,,,,,,,,,,,,,,55.56793212500634,57.03469233299256,0,1,0.9489477910101414,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,2,clan,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,15,15,1,57.0505904580059,,,,,,,,,,,,,,57.03508487500949,58.63423608298763,1,0,1.0676052499911748,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,5,fauna,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,16,16,4,58.649488583003404,,,,,,,,,,,,,,58.63463074999163,61.3509455829917,1,0,2.2139918750035577,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,14,clamor,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,17,17,13,61.36782983300509,,,,,,,,,,,,,,61.351333750004414,63.21709491600632,0,1,1.3618829580082092,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,15,actor,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,18,18,14,63.23325754099642,,,,,,,,,,,,,,63.21748870800366,64.50105150000309,1,0,0.759652874985477,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,90,duyo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,19,19,89,64.51588395799627,,,,,,,,,,,,,,64.50143991599907,65.90092791599454,0,1,0.8946627500117756,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,52,coriar,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,20,20,51,65.91620954099926,,,,,,,,,,,,,,65.9013879999984,67.55137095801183,0,1,1.1206051250046585,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,83,monsos,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,21,21,82,67.5671511660039,,,,,,,,,,,,,,67.55177133300458,69.08535383301205,0,1,1.0114778749994002,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,42,premio,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,22,22,41,69.1009380829928,,,,,,,,,,,,,,69.08574983300059,70.56863299998804,1,0,0.959788790991297,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,86,abamos,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,23,23,85,70.58353004101082,,,,,,,,,,,,,,70.56908845799626,72.1188961250009,0,1,1.0311112920171581,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,25,exigir,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,24,24,24,72.13314229098614,,,,,,,,,,,,,,72.11930683298851,73.76795204100199,1,0,1.1242718749854248,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,11,sauna,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,25,25,10,73.78411204100121,,,,,,,,,,,,,,73.76839058299083,75.1840474579949,1,0,0.9063639589876402,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,80,suelet,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,26,26,79,75.20035345799988,,,,,,,,,,,,,,75.18448604099103,76.41773695801385,0,1,0.7230885839962866,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,88,hento,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,27,27,87,76.43399533300544,,,,,,,,,,,,,,76.41810095799156,78.05216679099249,0,1,1.1226927080133464,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,30,llamar,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,28,28,29,78.06847724999534,,,,,,,,,,,,,,78.0526086250029,79.2518563749909,1,0,0.6848953750159126,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,41,salto,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,29,29,40,79.26729720798903,,,,,,,,,,,,,,79.25227225001436,81.0850187909964,1,0,1.3122397089900915,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,39,pista,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,30,30,38,81.10128391601029,,,,,,,,,,,,,,81.08541270799469,82.53524283299339,1,0,0.9348670420004055,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,91,chote,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,31,31,90,82.55072450000443,,,,,,,,,,,,,,82.53563208298874,83.85135066599469,0,1,0.8093326250091195,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,71,rande,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,32,32,70,83.86715483298758,,,,,,,,,,,,,,83.85174954100512,85.25118145800661,0,1,0.8934189159772359,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,94,bomos,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,33,33,93,85.26736054100911,,,,,,,,,,,,,,85.25158229100634,86.78583229100332,0,1,1.0182342079933733,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,37,delito,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,34,34,36,86.80020749999676,,,,,,,,,,,,,,86.78624195800512,88.53534745800425,0,1,1.2216746250051074,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,19,pelvis,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,35,35,18,88.55086625000695,,,,,,,,,,,,,,88.53570945799584,90.00168750001467,1,0,0.9509244170039892,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,18,honor,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,36,36,17,90.0176374159928,,,,,,,,,,,,,,90.00208179099718,91.45257495800615,1,0,0.9445018749975134,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,70,hunten,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,37,37,69,91.46823224998661,,,,,,,,,,,,,,91.45296354099992,92.76936737500364,0,1,0.81698899998446,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,46,cumbre,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,38,38,45,92.78465179100749,,,,,,,,,,,,,,92.76974979101215,94.66791983300936,0,1,1.3879256669897586,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,73,meolar,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,39,39,72,94.68471841601422,,,,,,,,,,,,,,94.66829775000224,95.90262254100526,0,1,0.7326024170033634,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,45,viga,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,40,40,44,95.91839445801452,,,,,,,,,,,,,,95.90301933299634,97.28628437500447,0,1,0.8827351660002023,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,72,diguán,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,41,41,71,97.30186491599306,,,,,,,,,,,,,,97.28669908299344,98.60238075000234,0,1,0.7844723339949269,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,47,alivio,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,42,42,46,98.61755925000762,,,,,,,,,,,,,,98.60276675000205,101.11976783300634,1,0,2.0168048340128735,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,95,aclaya,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,43,43,94,101.13490437500877,,,,,,,,,,,,,,101.12019741599215,102.51871120798751,0,1,0.873418583010789,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,67,huzas,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,44,44,66,102.5344082909869,,,,,,,,,,,,,,102.51909216601052,104.08678183300071,0,1,1.0555482089985162,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,82,alla,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,45,45,81,104.10145558300428,,,,,,,,,,,,,,104.08716358299716,105.73524354101392,1,0,1.1381904169975314,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,10,tango,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,46,46,9,105.7513009159884,,,,,,,,,,,,,,105.73564512500889,107.15345174999675,1,0,0.9035778749966994,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,32,caro,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,47,47,31,107.16984504100401,,,,,,,,,,,,,,107.15385766600957,108.66989712498616,1,0,1.0134462089918088,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,64,altimo,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,48,48,63,108.68560537500889,,,,,,,,,,,,,,108.67028529100935,110.036795041,0,1,0.8530520420172252,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,84,jomas,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,49,49,83,110.05150662499364,,,,,,,,,,,,,,110.03720341599546,111.50347358299769,0,1,0.9494059580028988,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,75,babrá,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,50,50,74,111.5184749159962,,,,,,,,,,,,,,111.5038736659917,112.96991820799303,0,1,0.9387973330158275,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,51,tandir,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,51,51,50,112.98502887500217,,,,,,,,,,,,,,112.97032258298714,114.2868276659865,0,1,0.804971666977508,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,56,qucrá,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,52,52,55,114.30191979100346,,,,,,,,,,,,,,114.28722262498923,115.85237358300947,0,1,1.0401324999984354,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,81,rombar,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,53,53,80,115.86892766598612,,,,,,,,,,,,,,115.85277724999469,117.32132737498614,0,1,0.9533642499882262,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,12,bar,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,54,54,11,117.33566124999197,,,,,,,,,,,,,,117.32172066599014,118.670661207987,1,0,0.8220321249973495,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,20,total,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,55,55,19,118.68564579100348,,,,,,,,,,,,,,118.6710285829904,120.05333866600995,1,0,0.8666093339852523,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,29,cesta,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,56,56,28,120.06916704098694,,,,,,,,,,,,,,120.0537412079866,121.63623324999935,0,1,1.0738412080099806,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,59,mandio,,,,pseudoword,0,REAL,FALSA,,,,,,,,,0,57,57,58,121.65327287500259,,,,,,,,,,,,,,121.63662820801255,122.87064662500052,0,1,0.7342544580169488,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,33,latón,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,58,58,32,122.88584141599131,,,,,,,,,,,,,,122.87101112501114,124.1365262499894,0,1,0.749553541012574,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,36,visión,,,,non_cognate,1,REAL,FALSA,,,,,,,,,0,59,59,35,124.15278008300811,,,,,,,,,,,,,,124.13693029098795,125.62156654099817,1,0,0.9830630830256268,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,3,bingo,,,,three_way_cognate,1,REAL,FALSA,,,,,,,,,0,60,60,2,125.63528629101347,,,,,,,,,,,,,,125.62197974999435,127.27001041598851,0,1,1.1224792920111213,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
,,16,animal,,,,two_way_cognate,1,REAL,FALSA,,,,,,,,,0,61,61,15,127.28647616598755,,,,,,,,,,,,,,127.27042474999325,129.10429204101092,1,0,1.3166482919768896,None,kp_pilot,001,2024-06-02_13h06.17.553,empathy_intonation_perc,2024.1.4,None,2024-06-02 13h06.24.538503 +0200,
