key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
0,1,12.085,0,0,0,62,1,63,esposante,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,11.724,0,1,1,25,1,26,secuestro,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,8.758,0,2,2,88,1,89,prisa,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,1.794,0,3,3,4,1,5,zapato,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,2.06,0,4,4,43,1,44,cuchara,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,10.661,0,5,5,28,1,29,decar,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.678,0,6,6,33,1,34,aviso,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,15.261,0,7,7,35,1,36,loro,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,8.314,0,8,8,45,1,46,martillo,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,0,7.69,0,9,9,31,1,32,fatacidad,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.343,0,10,10,24,1,25,bisagra,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,24.993,0,11,11,75,1,76,atar,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.394,0,12,12,21,1,22,lacayo,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,9.541,0,13,13,50,1,51,candado,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,12.092,0,14,14,27,1,28,merodear,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,11.027,0,15,15,41,1,42,cadallo,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.08,0,16,16,67,1,68,alegre,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,13.913,0,17,17,19,1,20,ávido,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,23.094,0,18,18,5,1,6,tergiversar,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.278,0,19,19,37,1,38,estornudar,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,13.822,0,20,20,66,1,67,cabello,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,15.709,0,21,21,6,1,7,pésimo,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,15.562,0,22,22,3,1,4,batillón,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,8.005,0,23,23,17,1,18,arsa,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,8.061,0,24,24,81,1,82,empirador,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,10.812,0,25,25,13,1,14,yunque,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,10.061,0,26,26,83,1,84,escuto,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,1,13.544,0,27,27,1,1,2,pellizcar,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,0,25.557,0,28,28,64,1,65,bizcocho,1,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
1,0,3.479,0,29,29,22,1,23,lampera,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,8.865,0,30,30,49,1,50,flamida,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
0,1,6.491,0,31,31,86,1,87,grodo,0,REAL,FAKE,60b7f09a4462d1d1aa6bbcf6,Castillian,2022-03-11_22h50.07.754,lextale_sp,2021.2.3,Linux x86_64,60.09615385
