key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
0,0,2.291,0,0,0,6,1,7,pésimo,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,1.104,0,1,1,32,1,33,pauca,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,0.927,0,2,2,78,1,79,tropaje,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,0.984,0,3,3,49,1,50,flamida,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,0.837,0,4,4,79,1,80,hormiga,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,0.778,0,5,5,4,1,5,zapato,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.036,0,6,6,23,1,24,látigo,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,0.919,0,7,7,17,1,18,arsa,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,1.037,0,8,8,12,1,13,helar,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,0.854,0,9,9,44,1,45,jilguero,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.137,0,10,10,68,1,69,engatusar,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.136,0,11,11,64,1,65,bizcocho,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.137,0,12,12,43,1,44,cuchara,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,1.581,0,13,13,71,1,72,pemición,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,1.103,0,14,14,80,1,81,pozo,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,2.691,0,15,15,26,1,27,acutación,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,1.046,0,16,16,85,1,86,barato,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,1.487,0,17,17,70,1,71,polvoriento,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,2.645,0,18,18,39,1,40,alfombra,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,0,0.921,0,19,19,16,1,17,floroso,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,0.825,0,20,20,60,1,61,seda,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,1,1.19,0,21,21,86,1,87,grodo,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.489,0,22,22,5,1,6,tergiversar,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,0,1.456,0,23,23,46,1,47,cartinar,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,0,0.904,0,24,24,28,1,29,decar,0,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
1,1,0.82,0,25,25,38,1,39,torpe,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
0,0,1.437,0,26,26,72,1,73,hervidor,1,REAL,FAKE,5a08ddd0df3fa800015c36ac,Mexican,2022-03-11_13h55.03.935,lextale_sp,2021.2.3,Win32,60.0240096
