key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
1,1,0.6868,0,0,0,67,1,68,alegre,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.9836,0,1,1,39,1,40,alfombra,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0006,0,2,2,32,1,33,pauca,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.1338,0,3,3,61,1,62,flaco,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0341,0,4,4,54,1,55,nevar,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,1,0.1179,0,5,5,18,1,19,brecedad,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,1,0.0005,0,6,6,78,1,79,tropaje,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0004,0,7,7,22,1,23,lampera,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0006,0,8,8,88,1,89,prisa,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0835,0,9,9,83,1,84,escuto,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0501,0,10,10,13,1,14,yunque,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0159,0,11,11,80,1,81,pozo,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0004,0,12,12,75,1,76,atar,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0998,0,13,13,57,1,58,plaudir,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.1022,0,14,14,5,1,6,tergiversar,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,1,0.0088,0,15,15,62,1,63,esposante,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.079,0,16,16,25,1,26,secuestro,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0166,0,17,17,33,1,34,aviso,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,1,0.0731,0,18,18,49,1,50,flamida,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0004,0,19,19,3,1,4,batillón,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0729,0,20,20,84,1,85,laúd,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0046,0,21,21,27,1,28,merodear,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0928,0,22,22,36,1,37,granuja,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0176,0,23,23,38,1,39,torpe,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0671,0,24,24,14,1,15,regar,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0613,0,25,25,74,1,75,yacer,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,0,0.0004,0,26,26,65,1,66,hacido,0,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.138,0,27,27,89,1,90,clavel,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0528,0,28,28,42,1,43,canela,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0496,0,29,29,51,1,52,camisa,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0493,0,30,30,50,1,51,candado,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0179,0,31,31,76,1,77,tiburón,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.1505,0,32,32,70,1,71,polvoriento,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.1004,0,33,33,4,1,5,zapato,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0357,0,34,34,43,1,44,cuchara,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.0658,0,35,35,12,1,13,helar,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
1,1,0.107,0,36,36,82,1,83,guante,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
0,0,0.0206,0,37,37,21,1,22,lacayo,1,REAL,FAKE,no,no,2022-03-18_01h24.53.069,lextale_sp,2021.2.3,Win32,60.14314067
