key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
1,1,2.0504,0,0,0,38,1,39,torpe,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,1.1165,0,1,1,53,1,54,fomentar,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,1.0502,0,2,2,11,1,12,asesinato,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.8881,0,3,3,64,1,65,bizcocho,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.5424,0,4,4,60,1,61,seda,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.5958,0,5,5,42,1,43,canela,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.65,0,6,6,19,1,20,ávido,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.4938,0,7,7,14,1,15,regar,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,0,0.5667,0,8,8,69,1,70,temblo,0,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.4335,0,9,9,61,1,62,flaco,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.2871,0,10,10,4,1,5,zapato,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.3032,0,11,11,33,1,34,aviso,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.3089,0,12,12,12,1,13,helar,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.4189,0,13,13,40,1,41,rebuscar,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,0,0.3167,0,14,14,49,1,50,flamida,0,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,1.0897,0,15,15,55,1,56,musgo,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
0,1,1.6247,0,16,16,28,1,29,decar,0,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,1.5,0,17,17,68,1,69,engatusar,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.5757,0,18,18,70,1,71,polvoriento,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
0,1,1.3834,0,19,19,65,1,66,hacido,0,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
1,1,0.6619,0,20,20,67,1,68,alegre,1,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
0,1,0.9177,0,21,21,73,1,74,cintro,0,REAL,FAKE,Denzel,Latino,2023-02-07_14h55.21.054,lextale_sp,2021.2.3,Win32,59.96641881
