key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
0,1,3.8754,0,0,0,65,1,66,hacido,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.0334,0,1,1,2,1,3,pulmones,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.5988,0,2,2,60,1,61,seda,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7702,0,3,3,61,1,62,flaco,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,3.3162,0,4,4,54,1,55,nevar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.9862,0,5,5,40,1,41,rebuscar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.5142,0,6,6,27,1,28,merodear,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.7477,0,7,7,72,1,73,hervidor,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.5047,0,8,8,9,1,10,antar,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8183,0,9,9,85,1,86,barato,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.5851,0,10,10,51,1,52,camisa,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8424,0,11,11,23,1,24,látigo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,0,1.4349,0,12,12,52,1,53,vegada,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8746,0,13,13,22,1,23,lampera,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.5637,0,14,14,24,1,25,bisagra,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.8376,0,15,15,55,1,56,musgo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8774,0,16,16,41,1,42,cadallo,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.1805,0,17,17,38,1,39,torpe,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,2.5106,0,18,18,44,1,45,jilguero,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7761,0,19,19,67,1,68,alegre,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7127,0,20,20,66,1,67,cabello,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.71,0,21,21,63,1,64,orgulloso,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,1.1814,0,22,22,87,1,88,acantilado,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.9094,0,23,23,20,1,21,capillo,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.2767,0,24,24,29,1,30,alardio,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7522,0,25,25,58,1,59,besar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8375,0,26,26,14,1,15,regar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.5561,0,27,27,16,1,17,floroso,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.7635,0,28,28,78,1,79,tropaje,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.9626,0,29,29,42,1,43,canela,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7481,0,30,30,33,1,34,aviso,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8733,0,31,31,28,1,29,decar,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7708,0,32,32,56,1,57,tacaño,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8142,0,33,33,45,1,46,martillo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8748,0,34,34,86,1,87,grodo,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.6765,0,35,35,6,1,7,pésimo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7778,0,36,36,1,1,2,pellizcar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.9082,0,37,37,81,1,82,empirador,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8771,0,38,38,34,1,35,rompido,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7098,0,39,39,25,1,26,secuestro,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.7267,0,40,40,7,1,8,cadeña,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8074,0,41,41,50,1,51,candado,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7302,0,42,42,35,1,36,loro,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.7621,0,43,43,70,1,71,polvoriento,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.2321,0,44,44,84,1,85,laúd,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8491,0,45,45,64,1,65,bizcocho,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,0,0.8083,0,46,46,69,1,70,temblo,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.7796,0,47,47,0,1,1,terzo,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7685,0,48,48,12,1,13,helar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.9905,0,49,49,80,1,81,pozo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.0505,0,50,50,77,1,78,frondoso,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.03,0,51,51,83,1,84,escuto,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.0181,0,52,52,18,1,19,brecedad,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.1225,0,53,53,49,1,50,flamida,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.6246,0,54,54,48,1,49,ganar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.9329,0,55,55,13,1,14,yunque,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,2.8211,0,56,56,5,1,6,tergiversar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.0821,0,57,57,32,1,33,pauca,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.3245,0,58,58,89,1,90,clavel,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.7821,0,59,59,21,1,22,lacayo,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.6839,0,60,60,4,1,5,zapato,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,0,1.2097,0,61,61,62,1,63,esposante,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7037,0,62,62,76,1,77,tiburón,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.7232,0,63,63,74,1,75,yacer,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.4421,0,64,64,26,1,27,acutación,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.6941,0,65,65,43,1,44,cuchara,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.913,0,66,66,73,1,74,cintro,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,2.8508,0,67,67,68,1,69,engatusar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.157,0,68,68,46,1,47,cartinar,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.6759,0,69,69,53,1,54,fomentar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8952,0,70,70,57,1,58,plaudir,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8827,0,71,71,11,1,12,asesinato,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.7418,0,72,72,36,1,37,granuja,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.7325,0,73,73,17,1,18,arsa,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.9549,0,74,74,47,1,48,ladrón,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,1.1127,0,75,75,75,1,76,atar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.884,0,76,76,30,1,31,pandilla,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.8785,0,77,77,82,1,83,guante,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.8218,0,78,78,15,1,16,abracer,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,0.7746,0,79,79,3,1,4,batillón,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.6891,0,80,80,10,1,11,cenefa,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,0,0.7919,0,81,81,19,1,20,ávido,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7959,0,82,82,79,1,80,hormiga,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.6046,0,83,83,59,1,60,matar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
0,1,1.4354,0,84,84,71,1,72,pemición,0,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
1,1,0.7951,0,85,85,37,1,38,estornudar,1,REAL,FAKE,5eeabb4143299b1e176fb83e,,2022-03-11_15h42.20.150,lextale_sp,2021.2.3,Win32,47.93174519,,
