key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
1,1,2.498,0,0,0,48,1,49,ganar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,2.119,0,1,1,34,1,35,rompido,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.565,0,2,2,85,1,86,barato,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,2.635,0,3,3,2,1,3,pulmones,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.595,0,4,4,70,1,71,polvoriento,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.631,0,5,5,42,1,43,canela,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.745,0,6,6,28,1,29,decar,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.922,0,7,7,30,1,31,pandilla,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.858,0,8,8,1,1,2,pellizcar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.846,0,9,9,74,1,75,yacer,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.798,0,10,10,3,1,4,batillón,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,1.955,0,11,11,71,1,72,pemición,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.385,0,12,12,63,1,64,orgulloso,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.451,0,13,13,54,1,55,nevar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,2.329,0,14,14,64,1,65,bizcocho,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,2.433,0,15,15,50,1,51,candado,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.195,0,16,16,40,1,41,rebuscar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.891,0,17,17,19,1,20,ávido,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.231,0,18,18,43,1,44,cuchara,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,2.452,0,19,19,31,1,32,fatacidad,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,2.474,0,20,20,39,1,40,alfombra,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.415,0,21,21,53,1,54,fomentar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.215,0,22,22,6,1,7,pésimo,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.271,0,23,23,12,1,13,helar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.718,0,24,24,37,1,38,estornudar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.13,0,25,25,57,1,58,plaudir,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.329,0,26,26,16,1,17,floroso,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.887,0,27,27,59,1,60,matar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.048,0,28,28,80,1,81,pozo,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,0.861,0,29,29,73,1,74,cintro,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,2.487,0,30,30,56,1,57,tacaño,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.208,0,31,31,83,1,84,escuto,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,2.728,0,32,32,26,1,27,acutación,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.37,0,33,33,88,1,89,prisa,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.109,0,34,34,67,1,68,alegre,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.253,0,35,35,51,1,52,camisa,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.168,0,36,36,22,1,23,lampera,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.027,0,37,37,79,1,80,hormiga,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,1.864,0,38,38,18,1,19,brecedad,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,0.99,0,39,39,9,1,10,antar,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.911,0,40,40,44,1,45,jilguero,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.052,0,41,41,49,1,50,flamida,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.158,0,42,42,47,1,48,ladrón,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,2.502,0,43,43,81,1,82,empirador,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.624,0,44,44,66,1,67,cabello,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,2.262,0,45,45,38,1,39,torpe,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,2.195,0,46,46,46,1,47,cartinar,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,0.955,0,47,47,15,1,16,abracer,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.486,0,48,48,10,1,11,cenefa,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.913,0,49,49,8,1,9,hacha,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.565,0,50,50,62,1,63,esposante,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.923,0,51,51,33,1,34,aviso,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.612,0,52,52,45,1,46,martillo,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,3.177,0,53,53,55,1,56,musgo,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.781,0,54,54,35,1,36,loro,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.947,0,55,55,24,1,25,bisagra,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.118,0,56,56,52,1,53,vegada,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,2.093,0,57,57,84,1,85,laúd,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,3.918,0,58,58,11,1,12,asesinato,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,2.195,0,59,59,25,1,26,secuestro,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.964,0,60,60,75,1,76,atar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,2.243,0,61,61,68,1,69,engatusar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,2.764,0,62,62,13,1,14,yunque,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,2.225,0,63,63,29,1,30,alardio,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.9,0,64,64,14,1,15,regar,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,2.128,0,65,65,69,1,70,temblo,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.485,0,66,66,20,1,21,capillo,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.216,0,67,67,21,1,22,lacayo,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.113,0,68,68,89,1,90,clavel,1,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,0.97,0,69,69,65,1,66,hacido,0,REAL,FAKE,5e6d2835e0de62000922c8c2,Argentinian,2025-04-30_14h00.24.772,lextale_sp,2021.2.3,Win32,60.0240096,,
