key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate
0,0,3.386,0,0,0,1,1,2,pellizcar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.736,0,1,1,21,1,22,lacayo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.565,0,2,2,10,1,11,cenefa,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.51,0,3,3,55,1,56,musgo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.47,0,4,4,43,1,44,cuchara,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.434,0,5,5,17,1,18,arsa,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.755,0,6,6,84,1,85,laúd,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,1.001,0,7,7,25,1,26,secuestro,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,1.037,0,8,8,23,1,24,látigo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.62,0,9,9,4,1,5,zapato,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.866,0,10,10,48,1,49,ganar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.29,0,11,11,73,1,74,cintro,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.263,0,12,12,60,1,61,seda,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.278,0,13,13,2,1,3,pulmones,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.249,0,14,14,59,1,60,matar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.435,0,15,15,16,1,17,floroso,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.258,0,16,16,47,1,48,ladrón,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.364,0,17,17,42,1,43,canela,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.777,0,18,18,72,1,73,hervidor,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.493,0,19,19,50,1,51,candado,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.642,0,20,20,11,1,12,asesinato,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.548,0,21,21,54,1,55,nevar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.379,0,22,22,40,1,41,rebuscar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.478,0,23,23,6,1,7,pésimo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.8,0,24,24,57,1,58,plaudir,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.437,0,25,25,75,1,76,atar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.605,0,26,26,51,1,52,camisa,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,1.01,0,27,27,87,1,88,acantilado,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.564,0,28,28,46,1,47,cartinar,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.59,0,29,29,37,1,38,estornudar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.533,0,30,30,12,1,13,helar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.545,0,31,31,18,1,19,brecedad,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.519,0,32,32,85,1,86,barato,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.583,0,33,33,28,1,29,decar,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.471,0,34,34,14,1,15,regar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.64,0,35,35,77,1,78,frondoso,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.563,0,36,36,88,1,89,prisa,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.379,0,37,37,52,1,53,vegada,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.548,0,38,38,8,1,9,hacha,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.569,0,39,39,68,1,69,engatusar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.514,0,40,40,61,1,62,flaco,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.429,0,41,41,86,1,87,grodo,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.439,0,42,42,66,1,67,cabello,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.388,0,43,43,29,1,30,alardio,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.403,0,44,44,19,1,20,ávido,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.672,0,45,45,34,1,35,rompido,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.279,0,46,46,83,1,84,escuto,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.328,0,47,47,39,1,40,alfombra,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.32,0,48,48,22,1,23,lampera,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.259,0,49,49,82,1,83,guante,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.271,0,50,50,56,1,57,tacaño,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.256,0,51,51,3,1,4,batillón,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.236,0,52,52,30,1,31,pandilla,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.242,0,53,53,7,1,8,cadeña,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.104,0,54,54,80,1,81,pozo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.304,0,55,55,74,1,75,yacer,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.288,0,56,56,49,1,50,flamida,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.236,0,57,57,38,1,39,torpe,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.299,0,58,58,65,1,66,hacido,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.378,0,59,59,63,1,64,orgulloso,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.286,0,60,60,20,1,21,capillo,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.239,0,61,61,41,1,42,cadallo,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.298,0,62,62,58,1,59,besar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.253,0,63,63,36,1,37,granuja,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.301,0,64,64,79,1,80,hormiga,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.282,0,65,65,78,1,79,tropaje,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.371,0,66,66,89,1,90,clavel,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.326,0,67,67,24,1,25,bisagra,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.25,0,68,68,81,1,82,empirador,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.319,0,69,69,13,1,14,yunque,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.264,0,70,70,31,1,32,fatacidad,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.351,0,71,71,71,1,72,pemición,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.286,0,72,72,33,1,34,aviso,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.273,0,73,73,35,1,36,loro,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,8.359,0,74,74,27,1,28,merodear,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.098,0,75,75,15,1,16,abracer,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.717,0,76,76,53,1,54,fomentar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.258,0,77,77,70,1,71,polvoriento,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.374,0,78,78,26,1,27,acutación,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.347,0,79,79,64,1,65,bizcocho,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.336,0,80,80,69,1,70,temblo,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.263,0,81,81,5,1,6,tergiversar,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.923,0,82,82,45,1,46,martillo,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.616,0,83,83,62,1,63,esposante,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,1,0.745,0,84,84,0,1,1,terzo,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,1,0.987,0,85,85,44,1,45,jilguero,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.722,0,86,86,67,1,68,alegre,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.694,0,87,87,9,1,10,antar,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
1,0,0.704,0,88,88,32,1,33,pauca,0,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
0,0,0.371,0,89,89,76,1,77,tiburón,1,REAL,FAKE,60fec9a2707c2c28ac3af316,castilian,2025-05-07_13h48.52.972,lextale_sp,2021.2.3,MacIntel,58.82352941
