key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stim,word,correct_response,button_real,button_false,id,Variety of Spanish that is most familiar to you?,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt
0,1,8.027,0,0,0,83,1,84,escuto,0,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,4.902,0,1,1,65,1,66,hacido,0,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.058,0,2,2,4,1,5,zapato,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,1.086,0,3,3,77,1,78,frondoso,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,0.837,0,4,4,23,1,24,látigo,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,0.853,0,5,5,29,1,30,alardio,0,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,1,0.938,0,6,6,34,1,35,rompido,0,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,0.664,0,7,7,76,1,77,tiburón,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
0,0,0.711,0,8,8,55,1,56,musgo,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,0.942,0,9,9,54,1,55,nevar,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
1,1,1.311,0,10,10,53,1,54,fomentar,1,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
1,0,1.151,0,11,11,52,1,53,vegada,0,REAL,FAKE,60fd0232c3f0f1a0f44ca3fb,Spain,2025-05-04_17h18.40.914,lextale_sp,2021.2.3,Win32,60.0240096,,
